LSRNumber,LSRTitle,BillNumber,BillAnalysis,BillURL,PrimeSponsor,Sponsors,pubDate
21-0942,relative to juvenile diversion programs.,,,,Sharon Carson,,12/24/2020
21-0943,relative to the appointment of counsel under RSA 169-B.,,,,Sharon Carson,,1/4/2021
21-0944,establishing the New Hampshire collaborative law act.,,,,Sharon Carson,,12/14/2020
21-0945,"relative to the installation, interconnection, and use of energy storage systems by customers of utilities.",,,,David Watters,,12/30/2020
21-0946,requiring a COVID-19 needs assessment of nursing homes and long-term care facilities and making an appropriation therefor.,,,,Cindy Rosenwald,,1/5/2021
21-0947,relative to municipal host customer generators serving political subdivisions.,,,,Kevin Avard,,12/21/2020
21-0948,relative to alternative dispute resolution.,,,,Sharon Carson,,12/21/2020
21-0949,relative to the supreme court reporter and reports.,,,,Sharon Carson,,12/22/2020
21-0950,allowing judicial referees to issue orders in non-contested probate matters.,,,,Sharon Carson,,12/31/2020
21-0951,relative to a central registry in the department of education to maintain records of founded reports of abuse and neglect. ,,,,Ruth Ward,,12/22/2020
21-0952,permitting a supreme court justice to sit as a circuit court judge.,,,,Sharon Carson,,12/28/2020
21-0953,relative to the payment of costs for services other than counsel for indigent parties.,,,,Sharon Carson,,12/22/2020
21-0954,requiring a penalty assessment on violations.,SB 16,This bill revises the formula for term alimony because of recent changes in federal income tax law.  The bill recognizes that alimony is no longer either deductible by the payor or taxable to the payee.,http://gencourt.state.nh.us/bill_Status/billText.aspx?sy=2021&id=954&txtFormat=html,Sharon Carson,,12/14/2020
21-0956,repealing provisions relating to vocational rehabilitation and authorizing the state board of education to adopt rules relative to the provision of vocational rehabilitation.,,,,Ruth Ward,,1/5/2021
21-0957,relative to the required elements of an application for the establishment of a chartered public school.,,,,Ruth Ward,,12/14/2020
21-0958,relative to uncollectible financial remittances to municipalities.,,,,Sharon Carson,,12/14/2020
21-0959,relative to the issuance of bonds for financing broadband infrastructure.,,,,Ruth Ward,,12/29/2020
21-0961,"making an appropriation to the department of health and human services to increase homeless services.
",,,,Cindy Rosenwald,"Donna Soucy, Suzanne Vail, Andrew Bouldin, Manny Espitia, Suzanne Prentiss, Rebecca Perkins Kwoka, Melbourne Moran",1/5/2021
21-0962,"relative to treatment alternatives to opioids. 
",,,,Sharon Carson,,1/5/2021
21-0963,amending the alimony statute due to changes in federal tax law.,,,,Sharon Carson,,12/28/2020
21-0964,"relative to the definition of “licensing agency” for purposes of licensing places of assembly.
",,,,Sharon Carson,,1/4/2021
21-0966,relative to claims for medical monitoring. ,,,,Sharon Carson,,1/5/2021
21-0967,"relative to a temporary change to operator compensation under the meals and rooms tax.
",,,,Cindy Rosenwald,,12/31/2020
21-0968,reestablishing the commission to study grandfamilies in New Hampshire.,,,,Sharon Carson,,1/4/2021
21-0969,relative to authorization to grow industrial hemp.,,,,Sharon Carson,,1/4/2021
21-0970,"postponing assessment reviews and reappraisals of property.
",,,,Rebecca Perkins Kwoka,,1/4/2021
21-0972,repealing the voluntary fire service equipment certification.,,,,Sharon Carson,,1/5/2021
21-0973,relative to temporary licensure of certain licensed nursing assistants. ,,,,Erin Hennessey,,12/14/2020
21-0974,adopting changes to the state fire code and building codes.,,,,Sharon Carson,,12/29/2020
21-0975,relative to aggregation of electric utility customers.,,,,Harold French,"Sharon Carson, John Reagan, Bill Gannon, Tom Sherman, Cindy Rosenwald",12/22/2020
21-0976,amending the duties of the department of natural and cultural resources.,,,,Rebecca Whitley,,12/31/2020
21-0978,relative to the project to complete construction of an exit on I-93 in Derry and Londonderry.,,,,Regina Birdsell,,12/14/2020
21-0979,"relative to probate administration, distribution upon intestacy, and powers of attorney and adopting the uniform disclaimer of property interests act.",,,,Rebecca Whitley,,12/28/2020
21-0980,relative to the rates of business profits tax and the business enterprise tax.  ,,,,Chuck Morse,,12/14/2020
21-0981,relative to adequacy payments for home-schooled students.,,,,Regina Birdsell,,12/29/2020
21-0982,"relative to exemptions for the tax on interest and dividends.
",,,,Chuck Morse,,1/5/2021
21-0983,relative to the use of capital reserve funds.,,,,Jeb Bradley,,1/5/2021
21-0985,requiring the issuance of certain bonds to be included in the official ballot.,,,,Jeb Bradley,,12/14/2020
21-0986,relative to the operation of bicycles at or approaching intersections.,,,,Gary Daniels,,12/24/2020
21-0987,relative to the definition of private postsecondary career school.,,,,Ruth Ward,,1/4/2021
21-0988,relative to group host credits for net energy metering.,,,,Rebecca Perkins Kwoka,,12/14/2020
21-0989,relative to the use of electronic poll books by cities and towns.,,,,Rebecca Perkins Kwoka,,1/5/2021
21-0990,establishing the New Hampshire workforce pathway program and commission.,,,,Jay Kahn,,1/4/2021
21-0991,relative to the purchase of output of limited electrical energy producers in intrastate commerce and including qualifying storage system.,,,,Jeb Bradley,,12/14/2020
21-0993,authorizing governing bodies of municipalities to have virtual or in-person meetings.,,,,Gary Daniels,,1/5/2021
21-0997,"establishing a rehabilitation bed pilot program.
",,,,Jeb Bradley,,12/15/2020
21-0998,relative to the duties of the registers of probate.,,,,James Gray,,1/5/2021
21-0999,relative to the city chief elections officer.,,,,James Gray,,12/28/2020
21-1000,relative to the appeal of a claim denied by the victims' assistance commission.,,,,Jay Kahn,,1/5/2021
21-1001,"requiring implicit bias training for judges; establishing a body-worn and dashboard camera fund and making an appropriation therefor; relative to race and ethnicity data on driver's licenses, and relative to juvenile delinquency.",,,,Jeb Bradley,,1/5/2021
21-1002,prohibiting the taking of certain photographs within the guardrail.,,,,James Gray,,12/15/2020
21-1004,allowing the opening of absentee ballot outer envelopes and the preprocessing of absentee ballots.,,,,James Gray,,1/5/2021
21-1005,allowing the preprocessing of absentee ballots for certain 2021 elections and allowing for the postponement of annual town meetings in calendar year 2021 where concerns exist during the COVID-19 health emergency.,,,,James Gray,"Lou D'Allesandro, Chuck Morse, Sharon Carson, Jeb Bradley, John Reagan, Donna Soucy, David Cote, Sherman Packard, Robert Renny Cushing, Regina Birdsell, Kevin Avard, Timothy Lang, Ruth Ward, Bill Gannon, Harold French, Tom Sherman, Cindy Rosenwald, Wayne MacDonald",1/5/2021
21-1006,relative to health facilities providing care in the declared emergency. ,,,,James Gray,,12/15/2020
21-1007,"relative to the aggregation of electric customers.
",,,,Kevin Avard,,12/16/2020
21-1011,relative to the revocation of licensure for licensed emergency medical service units and emergency medical service vehicles.,,,,Suzanne Prentiss,,1/4/2021
21-1012,relative to emergency medical and trauma services data.,,,,Suzanne Prentiss,,12/15/2020
21-1013,relative to employer access to motor vehicle records.,,,,Sharon Carson,,12/28/2020
21-1015,relative to authorized employee wage deductions.,,,,Kevin Cavanaugh,,1/5/2021
21-1016,relative to copayments for COVID-19 testing.,,,,Tom Sherman,,12/15/2020
21-1017,relative to in-network retail pharmacies.,,,,Erin Hennessey,,1/5/2021
21-1019,relative to the transportation of pupils in a contract carrier.,,,,Jay Kahn,,12/15/2020
21-1020,relative to the SNAP incentive program.,,,,Rebecca Whitley,,12/15/2020
21-1021,relative to reverse auctions.,,,,Sharon Carson,,1/5/2021
21-1025,"allowing on-premises licensees to transport beverages and wines for delivery to consumers.
",,,,Harold French,,1/5/2021
21-1026,relative to affordable housing program funding.,,,,James Gray,,1/4/2021
21-1027,making an appropriation to the department of environmental services for the purpose of funding public water system projects.,,,,Jeb Bradley,"Peter Leishman, Karen Umberger",1/5/2021
21-1028,"making an appropriation to the department of environmental services for funding eligible wastewater projects.
",,,,Jeb Bradley,,1/4/2021
21-1030,establishing an air quality safety fund.,,,,Jay Kahn,,1/5/2021
21-1031,allowing towns and cities to adopt a property tax exemption for certain renewable generation and energy storage systems.,,,,Suzanne Prentiss,,12/23/2020
21-1033,relative to parity in insurance compensation for behavioral health services.,,,,Tom Sherman,,1/5/2021
21-1036,relative to net energy metering limits for customer generators.,,,,Suzanne Prentiss,,12/15/2020
21-1038,relative to resources used by legislative committees in connection with redistricting.,,,,Rebecca Perkins Kwoka,,12/15/2020
21-1039,relative to maps produced by legislative committees tasked with redistricting.,,,,Rebecca Perkins Kwoka,,12/15/2020
21-1040,requiring that any legislative committee meetings on redistricting be open to the public.,,,,Rebecca Perkins Kwoka,,12/30/2020
21-1041,relative to school employee and school volunteer criminal history records checks.,,,,Jay Kahn,,12/15/2020
21-1042,"modifying the absentee voter registration process, absentee ballot application, and absentee ballot voting process.",,,,Donna Soucy,,12/16/2020
21-1043,relative to absentee ballot submission deadlines and modifying the absentee ballot affidavit.,,,,James Gray,,12/15/2020
21-1044,establishing the position of community health worker in each of the state's regional public health networks. ,,,,Suzanne Prentiss,,12/18/2020
21-1045,relative to building codes for tiny houses.,,,,Jay Kahn,,1/4/2021
21-1046,making an appropriation to the department of health and human services for primary prevention services for families.,,,,Cindy Rosenwald,"Jay Kahn, Rebecca Whitley",1/5/2021
21-1047,increasing the minimum gross business income required for filing a business profits tax return.  ,,,,Donna Soucy,,1/5/2021
21-1050,"relative to schools for barbering, cosmetology, and esthetics.",,,,John Reagan,"Carol McGuire, Terry Roy",12/15/2020
21-1051,establishing a committee to study post election audit counting devices.,,,,James Gray,,12/15/2020
21-1055,allowing emergency medical services chiefs and fire chiefs to issue decals for multi-use decal plates.,,,,Suzanne Prentiss,,12/28/2020
21-1056,relative to paid sick leave.,,,,Rebecca Whitley,"David Watters, Kristina Schultz, Safiya Wazir, Rebecca McWilliams, Cindy Rosenwald, Suzanne Prentiss, Rebecca Perkins Kwoka",12/15/2020
21-1058,"relative to the use of COVID-19 federal funds.
",,,,Rebecca Whitley,,1/5/2021
21-1060,establishing a committee to study building a pier over the jetty at Hampton Beach state park for disability access.,,,,Kevin Avard,,1/5/2021
21-1061,relative to ratification of amendments to the state building code.,,,,Sharon Carson,,12/28/2020
21-1063,relative to rebates under the law governing unfair insurance practices.,,,,William Infantine,,12/23/2020
21-1065,relative to private roads. ,,,,Sharon Carson,,1/4/2021
21-1066,relative to the New Hampshire National Guard Enlistment Incentive Program.,,,,Sharon Carson,,12/24/2020
21-1067,relative to group II accidental disability allowances for a police officer or firefighter disabled as a result of a violent injury. ,,,,Sharon Carson,firstTime,12/24/2020
